GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
NLRC5	3.19	5	1.39	0.917	17144	0.963	0.0829	858	0.934
GABRP	3.20	5	1.39	0.917	17145	0.963	0.0828	857	0.934
EEF1A2	3.20	5	1.39	0.917	17146	0.963	0.0828	856	0.934
NRDE2	2.86	4	1.39	0.918	17147	0.963	0.0824	855	0.934
ZDHHC1	3.20	5	1.39	0.918	17148	0.963	0.0823	854	0.934
TCEAL7	3.20	5	1.39	0.918	17149	0.963	0.0823	853	0.934
UBE2QL1	3.21	5	1.39	0.918	17150	0.963	0.0822	852	0.934
EFCAB14	3.21	5	1.39	0.918	17151	0.963	0.0822	851	0.934
PVRL1	3.21	5	1.39	0.918	17152	0.963	0.082	850	0.934
LDLRAD1	4.54	10	1.39	0.918	17153	0.963	0.082	849	0.934
SNCB	3.21	5	1.39	0.918	17154	0.963	0.0818	848	0.934
PF4V1	2.49	3	1.39	0.918	17155	0.963	0.0818	847	0.934
TCL1B	3.21	5	1.39	0.918	17156	0.963	0.0818	846	0.934
MAP2K1	3.21	5	1.39	0.918	17157	0.963	0.0818	845	0.934
ST7L	3.22	5	1.39	0.918	17158	0.964	0.0816	844	0.934
ZBBX	3.22	5	1.40	0.919	17159	0.964	0.0815	843	0.934
AP3M1	3.22	5	1.40	0.919	17160	0.964	0.0814	842	0.934
KLHL31	3.22	5	1.40	0.919	17161	0.964	0.0813	841	0.934
ICAM2	3.22	5	1.40	0.919	17162	0.964	0.0813	840	0.934
MAP3K7CL	3.22	5	1.40	0.919	17163	0.964	0.0812	839	0.934
HYAL3	5.40	14	1.40	0.919	17164	0.964	0.081	838	0.934
RSG1	3.23	5	1.40	0.919	17165	0.964	0.081	837	0.934
PCDHGA5	3.23	5	1.40	0.919	17166	0.964	0.0808	836	0.934
TMEM129	3.23	5	1.40	0.919	17167	0.964	0.0805	835	0.934
NTRK2	3.24	5	1.40	0.92	17168	0.964	0.0804	834	0.934
HIST1H1C	3.24	5	1.40	0.92	17169	0.964	0.0804	833	0.934
ZNF777	3.24	5	1.40	0.92	17170	0.964	0.0804	832	0.934
SRRM2	3.24	5	1.40	0.92	17171	0.964	0.0803	831	0.934
HBQ1	3.24	5	1.40	0.92	17172	0.964	0.0802	830	0.934
NAP1L3	3.24	5	1.40	0.92	17173	0.964	0.0801	829	0.934
DNAJB4	3.24	5	1.41	0.92	17174	0.964	0.08	828	0.934
FARP2	3.24	5	1.41	0.92	17175	0.964	0.0799	827	0.934
ADAM7	3.24	5	1.41	0.92	17176	0.964	0.0799	826	0.934
ZFP2	3.25	5	1.41	0.92	17177	0.964	0.0799	825	0.934
RBM39	2.90	4	1.41	0.92	17178	0.964	0.0799	824	0.934
RSPRY1	3.25	5	1.41	0.921	17179	0.965	0.0794	823	0.934
ITPRIPL1	3.25	5	1.41	0.921	17180	0.965	0.0794	822	0.934
AHSA1	3.25	5	1.41	0.921	17181	0.965	0.0793	821	0.934
TNFSF10	3.57	6	1.41	0.921	17182	0.965	0.0792	820	0.934
LPAR5	3.26	5	1.41	0.921	17183	0.965	0.0792	819	0.934
LRRC63	3.26	5	1.41	0.921	17184	0.965	0.079	818	0.934
SCG2	3.26	5	1.41	0.921	17185	0.965	0.0789	817	0.934
GATAD2A	3.26	5	1.41	0.921	17186	0.965	0.0788	816	0.934
SNAI2	3.26	5	1.41	0.921	17187	0.965	0.0788	815	0.934
PID1	3.26	5	1.41	0.921	17188	0.965	0.0788	814	0.934
PNP	3.27	5	1.41	0.921	17189	0.965	0.0787	813	0.934
TRIM32	3.27	5	1.41	0.921	17190	0.965	0.0787	812	0.934
LRFN1	3.27	5	1.41	0.921	17191	0.965	0.0787	811	0.934
TAF4B	3.27	5	1.41	0.921	17192	0.965	0.0785	810	0.934
SP9	3.27	5	1.42	0.921	17193	0.965	0.0785	809	0.934
SMG7	3.27	5	1.42	0.922	17194	0.965	0.0784	808	0.934
AKT2	3.27	5	1.42	0.922	17195	0.965	0.0782	807	0.934
KIAA1407	3.28	5	1.42	0.922	17196	0.965	0.0782	806	0.934
MTFP1	3.59	6	1.42	0.922	17197	0.965	0.078	805	0.934
MBD4	4.15	8	1.42	0.922	17198	0.965	0.078	804	0.934
ZNF705B	1.47	1	1.42	0.922	17199	0.965	0.0779	803	0.934
PLCG2	3.28	5	1.42	0.922	17200	0.965	0.0779	802	0.934
ZBED4	3.28	5	1.42	0.922	17201	0.965	0.0779	801	0.934
ZNF778	3.28	5	1.42	0.922	17202	0.965	0.0779	800	0.934
MKI67	3.28	5	1.42	0.922	17203	0.965	0.0778	799	0.934
RPS13	2.94	4	1.42	0.922	17204	0.965	0.0777	798	0.934
ZSCAN18	3.29	5	1.42	0.922	17205	0.965	0.0776	797	0.934
TMEM229B	3.29	5	1.42	0.922	17206	0.965	0.0775	796	0.934
FCGR3A	2.08	2	1.42	0.923	17207	0.965	0.0774	795	0.934
SRPR	3.29	5	1.42	0.923	17208	0.965	0.0773	794	0.934
ING3	3.61	6	1.42	0.923	17209	0.965	0.0772	793	0.934
AQR	3.29	5	1.42	0.923	17210	0.965	0.0772	792	0.934
STEAP1	3.29	5	1.42	0.923	17211	0.965	0.0772	791	0.934
ZNF280A	3.29	5	1.42	0.923	17212	0.965	0.0771	790	0.934
SCRT2	3.30	5	1.43	0.923	17213	0.965	0.077	789	0.934
ATP5J	3.61	6	1.43	0.923	17214	0.965	0.077	788	0.934
FSCN2	3.30	5	1.43	0.923	17215	0.965	0.077	787	0.934
MTERFD3	2.95	4	1.43	0.923	17216	0.965	0.077	786	0.934
RNASE13	3.30	5	1.43	0.923	17217	0.965	0.0769	785	0.934
LRRC42	3.30	5	1.43	0.923	17218	0.965	0.0769	784	0.934
SH3BP4	3.30	5	1.43	0.923	17219	0.965	0.0769	783	0.934
FXYD6	2.95	4	1.43	0.923	17220	0.965	0.0767	782	0.934
PLA2G12A	3.30	5	1.43	0.923	17221	0.965	0.0767	781	0.934
SLC25A3	2.96	4	1.43	0.924	17222	0.965	0.0765	780	0.934
ACP1	4.68	10	1.43	0.924	17223	0.965	0.0763	779	0.934
KIR2DL1	3.31	5	1.43	0.924	17224	0.965	0.0763	778	0.934
PLEKHF1	3.31	5	1.43	0.924	17225	0.965	0.0763	777	0.934
LCN10	3.31	5	1.43	0.924	17226	0.965	0.0762	776	0.934
CDC42BPA	3.32	5	1.43	0.924	17227	0.966	0.0758	775	0.934
KDM4C	3.32	5	1.43	0.924	17228	0.966	0.0758	774	0.934
LAPTM4B	3.32	5	1.43	0.924	17229	0.966	0.0757	773	0.934
PYCRL	3.32	5	1.43	0.924	17230	0.966	0.0757	772	0.934
ALS2CR11	3.32	5	1.43	0.924	17231	0.966	0.0757	771	0.934
CTNNBIP1	2.97	4	1.43	0.924	17232	0.966	0.0757	770	0.934
JMY	2.97	4	1.43	0.924	17233	0.966	0.0757	769	0.934
NOS1	3.32	5	1.44	0.924	17234	0.966	0.0756	768	0.934
HORMAD2	2.97	4	1.44	0.924	17235	0.966	0.0755	767	0.934
GLTP	3.32	5	1.44	0.925	17236	0.966	0.0755	766	0.934
MYO18B	3.32	5	1.44	0.925	17237	0.966	0.0754	765	0.934
ADM	3.33	5	1.44	0.925	17238	0.966	0.0753	764	0.934
AXIN2	3.33	5	1.44	0.925	17239	0.966	0.0753	763	0.934
TLE6	3.33	5	1.44	0.925	17240	0.966	0.0752	762	0.934
NAV3	3.33	5	1.44	0.925	17241	0.966	0.0751	761	0.934
CLCN3	3.33	5	1.44	0.925	17242	0.966	0.0751	760	0.934
GPATCH2L	3.33	5	1.44	0.925	17243	0.966	0.0751	759	0.934
ARHGAP15	3.33	5	1.44	0.925	17244	0.966	0.0749	758	0.934
CLN5	3.34	5	1.44	0.925	17245	0.966	0.0748	757	0.934
NT5M	3.34	5	1.44	0.925	17246	0.966	0.0746	756	0.934
FTO	3.34	5	1.44	0.925	17247	0.966	0.0746	755	0.934
SLC51A	3.34	5	1.44	0.926	17248	0.966	0.0744	754	0.934
CHRM5	3.34	5	1.44	0.926	17249	0.966	0.0744	753	0.934
ITPA	3.34	5	1.44	0.926	17250	0.966	0.0744	752	0.934
HSD3B1	3.35	5	1.45	0.926	17251	0.966	0.0742	751	0.934
SEPT9	3.35	5	1.45	0.926	17252	0.966	0.0742	750	0.934
KIF18B	3.35	5	1.45	0.926	17253	0.966	0.0741	749	0.934
TMSB4X	1.50	1	1.45	0.926	17254	0.966	0.0737	748	0.934
HLA-DQA2	3.36	5	1.45	0.926	17255	0.966	0.0736	747	0.934
IQCF1	3.36	5	1.45	0.927	17256	0.967	0.0734	746	0.934
BUB3	3.36	5	1.45	0.927	17257	0.967	0.0734	745	0.934
C19orf44	3.37	5	1.45	0.927	17258	0.967	0.0732	744	0.934
APRT	3.37	5	1.45	0.927	17259	0.967	0.0731	743	0.934
TMEM47	3.37	5	1.45	0.927	17260	0.967	0.0731	742	0.934
STRIP1	3.37	5	1.45	0.927	17261	0.967	0.0731	741	0.934
NPHP4	3.37	5	1.45	0.927	17262	0.967	0.073	740	0.934
SAMD10	3.37	5	1.45	0.927	17263	0.967	0.0729	739	0.934
NBEAL1	3.37	5	1.46	0.927	17264	0.967	0.0728	738	0.934
CARD8	4.77	10	1.46	0.927	17265	0.967	0.0728	737	0.934
COPB2	3.37	5	1.46	0.927	17266	0.967	0.0727	736	0.934
DNAJB13	3.37	5	1.46	0.927	17267	0.967	0.0727	735	0.934
ATP10A	3.38	5	1.46	0.927	17268	0.967	0.0726	734	0.934
TRIM63	3.38	5	1.46	0.927	17269	0.967	0.0725	733	0.934
TOMM34	3.38	5	1.46	0.928	17270	0.967	0.0725	732	0.934
CBX8	3.38	5	1.46	0.928	17271	0.967	0.0724	731	0.934
VTN	3.38	5	1.46	0.928	17272	0.967	0.0724	730	0.934
APPL1	3.38	5	1.46	0.928	17273	0.967	0.0723	729	0.934
NRSN1	3.38	5	1.46	0.928	17274	0.967	0.0722	728	0.934
SELO	3.39	5	1.46	0.928	17275	0.967	0.0721	727	0.934
SOX30	3.03	4	1.46	0.928	17276	0.967	0.0721	726	0.934
FGF17	3.39	5	1.46	0.928	17277	0.967	0.072	725	0.934
ASPH	4.79	10	1.46	0.928	17278	0.967	0.0719	724	0.934
CHD1L	3.39	5	1.46	0.928	17279	0.967	0.0718	723	0.934
UBE3C	3.39	5	1.46	0.928	17280	0.967	0.0718	722	0.934
LRRC70	3.40	5	1.46	0.928	17281	0.967	0.0715	721	0.934
MAB21L1	3.40	5	1.47	0.929	17282	0.967	0.0714	720	0.934
ZNF398	3.40	5	1.47	0.929	17283	0.967	0.0713	719	0.934
RANBP3	3.40	5	1.47	0.929	17284	0.967	0.0713	718	0.934
TSLP	3.04	4	1.47	0.929	17285	0.967	0.0713	717	0.934
HOXA2	3.40	5	1.47	0.929	17286	0.967	0.0713	716	0.934
MAPK4	3.41	5	1.47	0.929	17287	0.967	0.0711	715	0.934
ACAP3	3.41	5	1.47	0.929	17288	0.967	0.071	714	0.934
ABCG8	3.41	5	1.47	0.929	17289	0.967	0.0709	713	0.934
GPAT2	3.41	5	1.47	0.929	17290	0.967	0.0707	712	0.934
OVOL1	3.41	5	1.47	0.929	17291	0.967	0.0706	711	0.934
ANGPTL4	3.41	5	1.47	0.929	17292	0.967	0.0706	710	0.934
DDX4	3.42	5	1.47	0.93	17293	0.968	0.0703	709	0.934
DAZAP2	4.59	9	1.47	0.93	17294	0.968	0.0703	708	0.934
HIST1H2AA	3.42	5	1.47	0.93	17295	0.968	0.0703	707	0.934
MTCH1	3.42	5	1.47	0.93	17296	0.968	0.0703	706	0.934
MIEN1	3.42	5	1.47	0.93	17297	0.968	0.0703	705	0.934
ZC3H7A	3.42	5	1.48	0.93	17298	0.968	0.0701	704	0.934
NYX	3.43	5	1.48	0.93	17299	0.968	0.0701	703	0.934
ARHGAP22	3.43	5	1.48	0.93	17300	0.968	0.0701	702	0.934
NEK6	3.43	5	1.48	0.93	17301	0.968	0.07	701	0.934
PODN	3.43	5	1.48	0.93	17302	0.968	0.07	700	0.934
KRTAP10-9	2.17	2	1.48	0.93	17303	0.968	0.07	699	0.934
SPAST	3.43	5	1.48	0.93	17304	0.968	0.0699	698	0.934
TXNDC5	3.43	5	1.48	0.93	17305	0.968	0.0698	697	0.934
UBE2N	3.07	4	1.48	0.93	17306	0.968	0.0698	696	0.934
CYP2A13	3.43	5	1.48	0.93	17307	0.968	0.0697	695	0.934
RHOXF2	2.66	3	1.48	0.93	17308	0.968	0.0696	694	0.934
DROSHA	3.43	5	1.48	0.93	17309	0.968	0.0696	693	0.934
AQP2	3.43	5	1.48	0.93	17310	0.968	0.0696	692	0.934
CASQ1	3.44	5	1.48	0.93	17311	0.968	0.0695	691	0.934
RAB40A	2.66	3	1.48	0.931	17312	0.968	0.0694	690	0.934
PTGER4	3.44	5	1.48	0.931	17313	0.968	0.0694	689	0.934
DDIT3	4.07	7	1.48	0.931	17314	0.968	0.0693	688	0.934
TTC12	3.44	5	1.48	0.931	17315	0.968	0.0693	687	0.934
ETV4	3.44	5	1.48	0.931	17316	0.968	0.0692	686	0.934
TRPC4	3.44	5	1.48	0.931	17317	0.968	0.0691	685	0.934
DNAH14	3.08	4	1.48	0.931	17318	0.968	0.069	684	0.934
PCDHB11	3.45	5	1.48	0.931	17319	0.968	0.069	683	0.934
UCHL5	3.45	5	1.48	0.931	17320	0.968	0.069	682	0.934
KRTAP19-4	2.67	3	1.48	0.931	17321	0.968	0.069	681	0.934
ERLEC1	3.45	5	1.48	0.931	17322	0.968	0.0689	680	0.934
CLDN1	3.45	5	1.48	0.931	17323	0.968	0.0689	679	0.934
SP100	3.45	5	1.48	0.931	17324	0.968	0.0688	678	0.934
WNT1	3.45	5	1.49	0.931	17325	0.968	0.0687	677	0.934
DGCR6	2.67	3	1.49	0.931	17326	0.968	0.0687	676	0.934
OCLN	4.37	8	1.49	0.931	17327	0.968	0.0687	675	0.934
TTC38	3.46	5	1.49	0.932	17328	0.968	0.0685	674	0.934
PHB	3.09	4	1.49	0.932	17329	0.968	0.0683	673	0.934
ZNF765	3.09	4	1.49	0.932	17330	0.968	0.0683	672	0.934
ITM2A	3.46	5	1.49	0.932	17331	0.968	0.0682	671	0.934
DNAJC15	3.46	5	1.49	0.932	17332	0.968	0.0681	670	0.934
BAIAP3	3.47	5	1.49	0.932	17333	0.968	0.0676	669	0.934
SLC10A2	3.48	5	1.49	0.933	17334	0.968	0.0675	668	0.934
ATP5L	3.11	4	1.50	0.933	17335	0.969	0.0673	667	0.934
PTPN14	3.48	5	1.50	0.933	17336	0.969	0.0671	666	0.934
MAD1L1	3.48	5	1.50	0.933	17337	0.969	0.0671	665	0.934
NOTCH3	3.48	5	1.50	0.933	17338	0.969	0.0671	664	0.934
LIN52	3.48	5	1.50	0.933	17339	0.969	0.0671	663	0.934
FGF22	3.48	5	1.50	0.933	17340	0.969	0.067	662	0.934
GPX6	3.49	5	1.50	0.933	17341	0.969	0.0669	661	0.934
FAM25A	2.70	3	1.50	0.933	17342	0.969	0.0668	660	0.934
AIFM3	3.49	5	1.50	0.933	17343	0.969	0.0668	659	0.934
CDKL1	3.49	5	1.50	0.933	17344	0.969	0.0668	658	0.934
C11orf85	3.49	5	1.50	0.933	17345	0.969	0.0666	657	0.934
PHEX	3.49	5	1.50	0.933	17346	0.969	0.0666	656	0.934
USP34	3.50	5	1.50	0.933	17347	0.969	0.0665	655	0.934
RNASEH2C	3.50	5	1.50	0.934	17348	0.969	0.0664	654	0.934
ING5	3.50	5	1.50	0.934	17349	0.969	0.0664	653	0.934
ANKRD42	3.50	5	1.50	0.934	17350	0.969	0.0662	652	0.934
RNF32	3.50	5	1.50	0.934	17351	0.969	0.0662	651	0.934
TCTA	3.50	5	1.50	0.934	17352	0.969	0.0662	650	0.934
GAS1	3.50	5	1.50	0.934	17353	0.969	0.0662	649	0.934
ZNF217	3.50	5	1.51	0.934	17354	0.969	0.0661	648	0.934
CNBD2	3.50	5	1.51	0.934	17355	0.969	0.0661	647	0.934
CLDN11	3.50	5	1.51	0.934	17356	0.969	0.066	646	0.934
CST2	3.51	5	1.51	0.934	17357	0.969	0.066	645	0.934
GLB1L	3.51	5	1.51	0.934	17358	0.969	0.0659	644	0.934
DHX16	3.51	5	1.51	0.934	17359	0.969	0.0658	643	0.934
CNTN6	3.14	4	1.51	0.934	17360	0.969	0.0658	642	0.934
CIC	3.51	5	1.51	0.934	17361	0.969	0.0656	641	0.934
SPOP	3.51	5	1.51	0.934	17362	0.969	0.0655	640	0.934
CCDC80	3.52	5	1.51	0.935	17363	0.969	0.0652	639	0.934
TMPRSS13	3.52	5	1.51	0.935	17364	0.969	0.0652	638	0.934
POLD3	3.52	5	1.51	0.935	17365	0.969	0.0651	637	0.934
PDHA2	3.53	5	1.52	0.935	17366	0.969	0.0647	636	0.934
RDM1	3.53	5	1.52	0.935	17367	0.969	0.0647	635	0.934
ZNF362	3.54	5	1.52	0.936	17368	0.97	0.0645	634	0.934
KMT2D	3.54	5	1.52	0.936	17369	0.97	0.0644	633	0.934
C2orf66	3.54	5	1.52	0.936	17370	0.97	0.0643	632	0.934
MRPS18C	3.17	4	1.52	0.936	17371	0.97	0.0643	631	0.934
MEGF11	3.54	5	1.52	0.936	17372	0.97	0.0642	630	0.934
CUL3	3.17	4	1.52	0.936	17373	0.97	0.0641	629	0.934
RSF1	3.55	5	1.52	0.936	17374	0.97	0.064	628	0.934
ADAMTS15	3.55	5	1.52	0.936	17375	0.97	0.0639	627	0.934
HBS1L	3.55	5	1.52	0.936	17376	0.97	0.0639	626	0.934
GIPC2	3.17	4	1.52	0.936	17377	0.97	0.0639	625	0.934
C17orf62	3.55	5	1.53	0.936	17378	0.97	0.0636	624	0.934
ENPP6	3.56	5	1.53	0.937	17379	0.97	0.0634	623	0.934
ATP4B	3.18	4	1.53	0.937	17380	0.97	0.0634	622	0.934
PROM2	3.56	5	1.53	0.937	17381	0.97	0.0633	621	0.934
LSP1	3.56	5	1.53	0.937	17382	0.97	0.0633	620	0.934
ZNF546	3.56	5	1.53	0.937	17383	0.97	0.0633	619	0.934
AGPS	3.57	5	1.53	0.937	17384	0.97	0.0631	618	0.934
TAF7	3.57	5	1.53	0.937	17385	0.97	0.0631	617	0.934
HEXIM2	3.57	5	1.53	0.937	17386	0.97	0.063	616	0.934
EGF	3.57	5	1.53	0.937	17387	0.97	0.0629	615	0.934
WDR24	3.57	5	1.53	0.937	17388	0.97	0.0628	614	0.934
NEUROG1	3.57	5	1.53	0.937	17389	0.97	0.0628	613	0.934
NIT2	3.20	4	1.53	0.937	17390	0.97	0.0628	612	0.934
ADIRF	3.57	5	1.53	0.937	17391	0.97	0.0627	611	0.934
LRRC46	3.57	5	1.53	0.937	17392	0.97	0.0627	610	0.934
NR5A2	3.20	4	1.53	0.937	17393	0.97	0.0627	609	0.934
VTI1A	3.57	5	1.53	0.937	17394	0.97	0.0626	608	0.934
MTHFR	3.58	5	1.53	0.937	17395	0.97	0.0626	607	0.934
ATP2A3	3.58	5	1.53	0.937	17396	0.97	0.0626	606	0.934
CTSS	3.58	5	1.53	0.938	17397	0.97	0.0625	605	0.934
DLK2	3.58	5	1.54	0.938	17398	0.97	0.0623	604	0.934
SNX33	3.58	5	1.54	0.938	17399	0.97	0.0623	603	0.934
ERGIC2	2.78	3	1.54	0.938	17400	0.97	0.0622	602	0.934
SHOC2	3.58	5	1.54	0.938	17401	0.97	0.0622	601	0.934
ENDOG	3.58	5	1.54	0.938	17402	0.97	0.0622	600	0.934
CMC1	3.59	5	1.54	0.938	17403	0.97	0.062	599	0.934
BDH1	3.59	5	1.54	0.938	17404	0.97	0.0619	598	0.934
GLRX	3.59	5	1.54	0.938	17405	0.97	0.0619	597	0.934
GNRHR	3.21	4	1.54	0.938	17406	0.97	0.0619	596	0.934
TPPP3	3.59	5	1.54	0.938	17407	0.97	0.0617	595	0.934
FSD2	3.22	4	1.54	0.938	17408	0.97	0.0617	594	0.934
PLEKHG3	3.60	5	1.54	0.938	17409	0.97	0.0617	593	0.934
ATP6V1G3	3.94	6	1.54	0.938	17410	0.97	0.0616	592	0.934
FOLH1	5.34	11	1.54	0.939	17411	0.97	0.0615	591	0.934
NIP7	3.60	5	1.54	0.939	17412	0.97	0.0613	590	0.934
AEBP2	3.61	5	1.55	0.939	17413	0.971	0.0611	589	0.934
ZMYM6NB	3.61	5	1.55	0.939	17414	0.971	0.0609	588	0.934
L3MBTL3	3.61	5	1.55	0.939	17415	0.971	0.0608	587	0.934
TAF3	3.61	5	1.55	0.939	17416	0.971	0.0608	586	0.934
TMEM87A	5.11	10	1.55	0.939	17417	0.971	0.0607	585	0.934
LRBA	3.62	5	1.55	0.939	17418	0.971	0.0606	584	0.934
SIRPB1	5.12	10	1.55	0.939	17419	0.971	0.0605	583	0.934
GNAI2	3.62	5	1.55	0.939	17420	0.971	0.0605	582	0.934
UGT1A10	3.63	5	1.55	0.94	17421	0.971	0.0602	581	0.934
C9orf117	3.63	5	1.55	0.94	17422	0.971	0.0601	580	0.934
KCNJ4	3.63	5	1.55	0.94	17423	0.971	0.0601	579	0.934
MANF	3.63	5	1.55	0.94	17424	0.971	0.0601	578	0.934
SCTR	3.63	5	1.55	0.94	17425	0.971	0.0601	577	0.934
HSD17B13	3.63	5	1.56	0.94	17426	0.971	0.0599	576	0.934
HERC6	3.63	5	1.56	0.94	17427	0.971	0.0599	575	0.934
XPNPEP1	3.63	5	1.56	0.94	17428	0.971	0.0598	574	0.934
IMPG1	3.64	5	1.56	0.94	17429	0.971	0.0598	573	0.934
USP40	3.64	5	1.56	0.94	17430	0.971	0.0595	572	0.934
IL17RA	3.64	5	1.56	0.94	17431	0.971	0.0595	571	0.934
LDHC	3.64	5	1.56	0.941	17432	0.971	0.0594	570	0.934
C1orf106	3.65	5	1.56	0.941	17433	0.971	0.0593	569	0.934
POLR3GL	3.65	5	1.56	0.941	17434	0.971	0.0592	568	0.934
MUC15	3.65	5	1.56	0.941	17435	0.971	0.0592	567	0.934
HOMER1	4.62	8	1.56	0.941	17436	0.971	0.0589	566	0.934
DCAKD	3.65	5	1.56	0.941	17437	0.971	0.0589	565	0.934
DDX58	3.66	5	1.56	0.941	17438	0.971	0.0589	564	0.934
GRM2	3.66	5	1.56	0.941	17439	0.971	0.0589	563	0.934
TNFRSF19	3.66	5	1.56	0.941	17440	0.971	0.0589	562	0.934
CCDC157	3.66	5	1.57	0.941	17441	0.971	0.0587	561	0.934
LILRA4	3.66	5	1.57	0.941	17442	0.971	0.0587	560	0.934
KCTD20	3.66	5	1.57	0.941	17443	0.971	0.0586	559	0.934
CYP39A1	3.28	4	1.57	0.941	17444	0.972	0.0585	558	0.934
ZNF117	3.67	5	1.57	0.942	17445	0.972	0.0583	557	0.934
WDR59	3.67	5	1.57	0.942	17446	0.972	0.0583	556	0.934
NDUFAB1	3.67	5	1.57	0.942	17447	0.972	0.0582	555	0.934
SPIC	3.28	4	1.57	0.942	17448	0.972	0.0581	554	0.934
C1orf35	3.68	5	1.57	0.942	17449	0.972	0.0579	553	0.934
AURKA	3.68	5	1.57	0.942	17450	0.972	0.0578	552	0.934
PSMB5	5.21	10	1.57	0.942	17451	0.972	0.0577	551	0.934
RBM27	3.68	5	1.57	0.942	17452	0.972	0.0577	550	0.934
N6AMT2	3.68	5	1.58	0.942	17453	0.972	0.0576	549	0.934
PDE7A	3.68	5	1.58	0.942	17454	0.972	0.0576	548	0.934
C14orf166B	3.69	5	1.58	0.943	17455	0.972	0.0573	547	0.934
ZNF554	3.69	5	1.58	0.943	17456	0.972	0.0572	546	0.934
DBNL	3.69	5	1.58	0.943	17457	0.972	0.0572	545	0.934
RNF152	3.69	5	1.58	0.943	17458	0.972	0.0572	544	0.934
DBF4B	3.69	5	1.58	0.943	17459	0.972	0.0572	543	0.934
CST6	3.70	5	1.58	0.943	17460	0.972	0.057	542	0.934
LY6G6D	3.70	5	1.58	0.943	17461	0.972	0.0568	541	0.934
AURKB	3.70	5	1.58	0.943	17462	0.972	0.0568	540	0.934
AGA	3.70	5	1.58	0.943	17463	0.972	0.0567	539	0.934
BSX	3.71	5	1.58	0.943	17464	0.972	0.0567	538	0.934
RGL2	3.71	5	1.58	0.943	17465	0.972	0.0566	537	0.934
S100A10	3.71	5	1.58	0.943	17466	0.972	0.0565	536	0.934
RFX1	3.71	5	1.59	0.944	17467	0.972	0.0565	535	0.934
ZNF680	3.71	5	1.59	0.944	17468	0.972	0.0564	534	0.934
SUOX	3.71	5	1.59	0.944	17469	0.972	0.0563	533	0.934
SMCR8	3.72	5	1.59	0.944	17470	0.972	0.0562	532	0.934
ZNF285	3.72	5	1.59	0.944	17471	0.972	0.0562	531	0.934
TRAPPC9	3.72	5	1.59	0.944	17472	0.973	0.0559	530	0.934
HES1	3.73	5	1.59	0.944	17473	0.973	0.0558	529	0.934
STOX2	3.73	5	1.59	0.944	17474	0.973	0.0557	528	0.934
RPS9	3.73	5	1.59	0.944	17475	0.973	0.0555	527	0.934
LAS1L	3.73	5	1.59	0.944	17476	0.973	0.0555	526	0.934
HLA-G	3.73	5	1.59	0.944	17477	0.973	0.0555	525	0.934
OAS1	3.74	5	1.60	0.945	17478	0.973	0.0552	524	0.934
LDLRAD4	3.74	5	1.60	0.945	17479	0.973	0.0552	523	0.934
UCP3	3.74	5	1.60	0.945	17480	0.973	0.0551	522	0.934
NCMAP	3.74	5	1.60	0.945	17481	0.973	0.055	521	0.934
FCRL2	3.35	4	1.60	0.945	17482	0.973	0.0549	520	0.934
FGF5	3.75	5	1.60	0.945	17483	0.973	0.0547	519	0.934
KCNJ2	3.75	5	1.60	0.945	17484	0.973	0.0546	518	0.934
YIPF4	3.76	5	1.60	0.946	17485	0.973	0.0544	517	0.934
RPS21	3.36	4	1.60	0.946	17486	0.973	0.0544	516	0.934
NME5	2.91	3	1.60	0.946	17487	0.973	0.0543	515	0.934
TRPC4AP	3.76	5	1.61	0.946	17488	0.973	0.0542	514	0.934
MRPL27	3.76	5	1.61	0.946	17489	0.973	0.0541	513	0.934
ENTPD2	3.77	5	1.61	0.946	17490	0.973	0.054	512	0.934
LMAN1L	3.77	5	1.61	0.946	17491	0.973	0.054	511	0.934
ECH1	3.77	5	1.61	0.946	17492	0.973	0.054	510	0.934
ALOX12	3.77	5	1.61	0.946	17493	0.973	0.0539	509	0.934
WRAP73	3.77	5	1.61	0.946	17494	0.973	0.0539	508	0.934
ACPP	3.77	5	1.61	0.946	17495	0.973	0.0539	507	0.934
USP24	3.77	5	1.61	0.946	17496	0.973	0.0538	506	0.934
ZNF775	3.77	5	1.61	0.946	17497	0.973	0.0538	505	0.934
ARHGEF15	3.78	5	1.61	0.946	17498	0.974	0.0536	504	0.934
CHCHD6	3.78	5	1.61	0.946	17499	0.974	0.0535	503	0.934
KCTD13	3.78	5	1.61	0.947	17500	0.974	0.0533	502	0.934
TMEM37	3.78	5	1.61	0.947	17501	0.974	0.0532	501	0.934
ASB18	3.79	5	1.62	0.947	17502	0.974	0.053	500	0.934
TP53INP2	3.79	5	1.62	0.947	17503	0.974	0.053	499	0.934
KCNK9	3.79	5	1.62	0.947	17504	0.974	0.053	498	0.934
C11orf70	3.79	5	1.62	0.947	17505	0.974	0.053	497	0.934
TGM6	3.80	5	1.62	0.947	17506	0.974	0.0528	496	0.934
ZNF816-ZNF321P	2.94	3	1.62	0.947	17507	0.974	0.0528	495	0.934
CDH20	3.80	5	1.62	0.947	17508	0.974	0.0525	494	0.934
GJA9	3.80	5	1.62	0.948	17509	0.974	0.0524	493	0.934
PITPNM3	3.81	5	1.62	0.948	17510	0.974	0.0523	492	0.934
MCEE	3.81	5	1.62	0.948	17511	0.974	0.0523	491	0.934
